,Date,Corona cases,Steam users
511,2021-05-28,168983640,24557836.0
512,2021-05-29,169493142,25253658.0
513,2021-05-30,169951709,25074216.0
514,2021-05-31,170415813,24439111.0
515,2021-06-01,170802199,24152325.0
516,2021-06-02,171202504,24182400.0
517,2021-06-03,171664114,24313637.0
518,2021-06-04,172143343,24597993.0
519,2021-06-05,172585809,24556844.0
520,2021-06-06,172966321,24875325.0
521,2021-06-07,173349091,23915442.0
522,2021-06-08,173673619,23754841.0
523,2021-06-09,174020368,23412135.0
524,2021-06-10,174402187,23500907.0
525,2021-06-11,174828285,23800839.0
526,2021-06-12,175234117,23889043.0
527,2021-06-13,175621130,24443536.0
528,2021-06-14,175986921,24016755.0
529,2021-06-15,176293809,23758439.0
530,2021-06-16,176611464,23711531.0
531,2021-06-17,176997729,23732198.0
532,2021-06-18,177406659,24122368.0
533,2021-06-19,177786659,23942101.0
534,2021-06-20,178165237,24461240.0
535,2021-06-21,178513487,23837200.0
536,2021-06-22,178821098,23980982.0
537,2021-06-23,179146145,23768118.0
538,2021-06-24,179560934,23711658.0
539,2021-06-25,180001729,24800927.0
540,2021-06-26,180400973,24849205.0
541,2021-06-27,180792334,25202227.0
542,2021-06-28,181165015,24514607.0
543,2021-06-29,181491380,24553806.0
544,2021-06-30,181848996,24670516.0
545,2021-07-01,182272230,24418758.0
546,2021-07-02,182681959,24690787.0
547,2021-07-03,183116661,24739340.0
548,2021-07-04,183536082,25085615.0
549,2021-07-05,183927239,24429034.0
550,2021-07-06,184279557,24366112.0
551,2021-07-07,184683312,24089129.0
552,2021-07-08,185171896,23945439.0
553,2021-07-09,185665265,23684711.0
554,2021-07-10,186308915,23554062.0
555,2021-07-11,186784610,23893352.0
556,2021-07-12,187230320,23336096.0
557,2021-07-13,187641404,23370942.0
558,2021-07-14,188132149,22910867.0
559,2021-07-15,188683673,22608413.0
560,2021-07-16,189258765,22917752.0
561,2021-07-17,189831301,22944064.0
562,2021-07-18,190371676,23288027.0
563,2021-07-19,190847382,22895721.0
564,2021-07-20,191291005,22835487.0
565,2021-07-21,191808494,22647518.0
566,2021-07-22,192353710,22614683.0
567,2021-07-23,192927147,22902700.0
568,2021-07-24,193512528,23133446.0
569,2021-07-25,194134340,23668629.0
570,2021-07-26,194632355,23177516.0
571,2021-07-27,195100257,23140035.0
572,2021-07-28,195699870,23150179.0
573,2021-07-29,196358089,23032876.0
574,2021-07-30,197019139,23259965.0
575,2021-07-31,197659532,23432802.0
576,2021-08-01,198274004,23928151.0
577,2021-08-02,198819187,23451603.0
578,2021-08-03,199326227,23406590.0
579,2021-08-04,199949707,23472336.0
580,2021-08-05,200626425,23502692.0
581,2021-08-06,201354584,23902068.0
582,2021-08-07,202041413,23957520.0
583,2021-08-08,202691418,24399247.0
584,2021-08-09,203288843,23906134.0
585,2021-08-10,203816011,23817433.0
586,2021-08-11,204432148,23363070.0
587,2021-08-12,205129663,23309839.0
588,2021-08-13,205839606,23626951.0
589,2021-08-14,206554291,23659988.0
590,2021-08-15,207204813,24177415.0
591,2021-08-16,207795352,23795149.0
592,2021-08-17,208339848,23814628.0
593,2021-08-18,208965973,23814352.0
594,2021-08-19,209701074,23815116.0
595,2021-08-20,210430748,24038827.0
596,2021-08-21,211138917,24119100.0
597,2021-08-22,211795125,24679437.0
598,2021-08-23,212367820,24094777.0
599,2021-08-24,212915596,24079732.0
600,2021-08-25,213560132,23901233.0
601,2021-08-26,214278017,23909195.0
602,2021-08-27,214995045,24366755.0
603,2021-08-28,215710449,24581400.0
604,2021-08-29,216372124,25145170.0
605,2021-08-30,216944092,24508416.0
606,2021-08-31,217460234,24235421.0
607,2021-09-01,218066825,23744601.0
608,2021-09-02,218758769,23421182.0
609,2021-09-03,219453820,23981501.0
610,2021-09-04,220125922,24718911.0
611,2021-09-05,220740591,24801029.0
612,2021-09-06,221270531,23794157.0
613,2021-09-07,221771757,23505431.0
614,2021-09-08,222332379,23701842.0
615,2021-09-09,222900857,23562147.0
616,2021-09-10,223499201,23985302.0
617,2021-09-11,224118567,25092345.0
618,2021-09-12,224681824,25307530.0
619,2021-09-13,225175263,23650528.0
620,2021-09-14,225635019,23490056.0
621,2021-09-15,226152520,22971507.0
622,2021-09-16,226719899,22987898.0
623,2021-09-17,227277630,23677912.0
624,2021-09-18,227854975,24917281.0
625,2021-09-19,228374400,25948693.0
626,2021-09-20,228954230,24235203.0
627,2021-09-21,229378797,23514770.0
628,2021-09-22,229855284,23693169.0
629,2021-09-23,230365147,23524835.0
630,2021-09-24,230899212,24272730.0
631,2021-09-25,231416727,24825213.0
632,2021-09-26,231888401,25134285.0
633,2021-09-27,232289031,23439011.0
634,2021-09-28,232666064,23673837.0
635,2021-09-29,233125985,23938938.0
636,2021-09-30,233607328,24176313.0
637,2021-10-01,234095394,24352413.0
638,2021-10-02,234580767,25286853.0
639,2021-10-03,235015612,26086754.0
640,2021-10-04,235370677,23936808.0
641,2021-10-05,235723564,24156662.0
642,2021-10-06,236158955,24222175.0
643,2021-10-07,236623359,23691859.0
644,2021-10-08,237095742,23790650.0
645,2021-10-09,237551292,25301083.0
646,2021-10-10,237971789,25678576.0
647,2021-10-11,238321828,23708130.0
648,2021-10-12,238666508,23638692.0
649,2021-10-13,239096128,23309756.0
650,2021-10-14,239544640,23170682.0
651,2021-10-15,239988827,23930597.0
652,2021-10-16,240440840,25347730.0
653,2021-10-17,240857073,25599710.0
654,2021-10-18,241199376,23505710.0
655,2021-10-19,241554572,23414255.0
656,2021-10-20,242008746,23550489.0
657,2021-10-21,242480080,23557770.0
658,2021-10-22,242948092,24636300.0
659,2021-10-23,243425772,25859645.0
660,2021-10-24,243850729,26091214.0
661,2021-10-25,244189405,24207341.0
662,2021-10-26,244527586,24279521.0
663,2021-10-27,245005487,24053966.0
664,2021-10-28,245518453,24270359.0
665,2021-10-29,246006622,25372413.0
666,2021-10-30,246509750,26579995.0
667,2021-10-31,246972705,26442819.0
668,2021-11-01,247314115,25354178.0
669,2021-11-02,247655675,24715415.0
670,2021-11-03,248156005,24491823.0
671,2021-11-04,248658941,24452477.0
672,2021-11-05,249175075,25430673.0
673,2021-11-06,249684038,26787393.0
674,2021-11-07,250145145,26796890.0
675,2021-11-08,250508627,23825874.0
676,2021-11-09,250896080,23720182.0
677,2021-11-10,251467461,23421324.0
678,2021-11-11,252020153,24044826.0
679,2021-11-12,252565434,24634583.0
680,2021-11-13,253077394,26099266.0
681,2021-11-14,253596404,26195402.0
682,2021-11-15,254012025,23596184.0
683,2021-11-16,254428139,23656098.0
684,2021-11-17,255056778,23903443.0
685,2021-11-18,255658836,23771985.0
686,2021-11-19,256270450,24797272.0
687,2021-11-20,256887589,26057593.0
688,2021-11-21,257433032,26305927.0
689,2021-11-22,257859821,23806893.0
690,2021-11-23,258312028,23685432.0
691,2021-11-24,259041898,23633675.0
692,2021-11-25,259691913,24160818.0
693,2021-11-26,260354159,25361224.0
694,2021-11-27,260936368,27182165.0
695,2021-11-28,261468559,27384959.0
696,2021-11-29,261915044,24759312.0
697,2021-11-30,262383935,24823931.0
698,2021-12-01,263032013,24982683.0
699,2021-12-02,263719398,24365719.0
700,2021-12-03,264417466,25291302.0
701,2021-12-04,265104223,27027877.0
702,2021-12-05,265730008,27167225.0
703,2021-12-06,266203420,24401539.0
704,2021-12-07,266664370,24340320.0
705,2021-12-08,267401363,24674881.0
706,2021-12-09,268099980,24293395.0
707,2021-12-10,268773374,25397387.0
708,2021-12-11,269437439,27053023.0
709,2021-12-12,270043686,27029604.0
710,2021-12-13,270526581,24381880.0
711,2021-12-14,270988783,24331452.0
712,2021-12-15,271759226,24083744.0
713,2021-12-16,272490034,23765464.0
714,2021-12-17,273265790,24598216.0
715,2021-12-18,274005145,26302311.0
716,2021-12-19,274692374,26404884.0
717,2021-12-20,275229961,24891872.0
718,2021-12-21,275778064,24914121.0
719,2021-12-22,276705375,24876616.0
720,2021-12-23,277639540,25740780.0
721,2021-12-24,278655150,25858112.0
722,2021-12-25,279686371,25705093.0
723,2021-12-26,280615940,26639645.0
724,2021-12-27,281206288,26421415.0
725,2021-12-28,282032706,26586661.0
726,2021-12-29,283601555,26511527.0
727,2021-12-30,285239101,26452310.0
728,2021-12-31,287112440,26350065.0
729,2022-01-01,289088104,26363807.0
730,2022-01-02,290732921,27942036.0
731,2022-01-03,291889921,27060037.0
732,2022-01-04,293345015,27065244.0
733,2022-01-05,295979883,27067919.0
734,2022-01-06,298755606,26504301.0
735,2022-01-07,301477510,27139876.0
736,2022-01-08,304120046,27926700.0
737,2022-01-09,306869910,28230853.0
738,2022-01-10,309088334,25568874.0
739,2022-01-11,311144327,25719265.0
740,2022-01-12,314692153,25763468.0
741,2022-01-13,317919788,25832430.0
742,2022-01-14,321158787,26591055.0
743,2022-01-15,324400530,28200548.0
744,2022-01-16,327556647,28733070.0
745,2022-01-17,330033283,26174701.0
746,2022-01-18,332302324,26197025.0
747,2022-01-19,336044091,26403784.0
748,2022-01-20,339824091,26501054.0
749,2022-01-21,343649139,27008380.0
750,2022-01-22,347371272,28638941.0
751,2022-01-23,350843249,29201174.0
752,2022-01-24,353566049,26882535.0
753,2022-01-25,356102594,26818557.0
754,2022-01-26,360142339,26891395.0
755,2022-01-27,363781995,26791820.0
756,2022-01-28,367367996,27500489.0
757,2022-01-29,370871582,28667791.0
758,2022-01-30,374046952,29070847.0
759,2022-01-31,376839201,27098210.0
760,2022-02-01,379112427,26671438.0
761,2022-02-02,382506448,26679468.0
762,2022-02-03,385679728,26799909.0
763,2022-02-04,388702893,27415399.0
764,2022-02-05,391700245,28520482.0
765,2022-02-06,394203823,29172543.0
766,2022-02-07,396268171,26810764.0
767,2022-02-08,398155158,26983842.0
768,2022-02-09,401143567,26819536.0
769,2022-02-10,403771682,26443323.0
770,2022-02-11,406260690,27253029.0
771,2022-02-12,408553826,28899409.0
772,2022-02-13,410499155,29445045.0
773,2022-02-14,412118836,26742526.0
774,2022-02-15,413674627,26879673.0
775,2022-02-16,415768052,27022889.0
776,2022-02-17,417836094,27123600.0
777,2022-02-18,419876512,27989200.0
778,2022-02-19,421746762,29237490.0
779,2022-02-20,423390117,29604837.0
780,2022-02-21,424729086,26840472.0
781,2022-02-22,426062503,26937242.0
782,2022-02-23,427833812,27079974.0
783,2022-02-24,429686310,26711030.0
784,2022-02-25,431400745,28005450.0
785,2022-02-26,433004148,29318896.0
786,2022-02-27,434339377,29496067.0
787,2022-02-28,435595177,27016129.0
788,2022-03-01,436795367,26759344.0
789,2022-03-02,438407088,26599359.0
790,2022-03-03,440036291,26380442.0
791,2022-03-04,441746003,27443793.0
792,2022-03-05,443408119,28996625.0
793,2022-03-06,444891994,29255616.0
794,2022-03-07,446197818,26123313.0
795,2022-03-08,447471940,26470535.0
796,2022-03-09,449287559,25797850.0
797,2022-03-10,451172490,25237822.0
798,2022-03-11,452962203,26844134.0
799,2022-03-12,454743351,29046284.0
800,2022-03-13,456567195,29279341.0
801,2022-03-14,457919245,26273492.0
802,2022-03-15,459447976,26214433.0
803,2022-03-16,461543385,26470853.0
804,2022-03-17,463777118,26320030.0
805,2022-03-18,465836375,27320495.0
806,2022-03-19,467598993,29253053.0
807,2022-03-20,469330835,29769378.0
808,2022-03-21,470508020,26461893.0
809,2022-03-22,471866177,26234941.0
810,2022-03-23,473902020,26288815.0
811,2022-03-24,475715612,25995543.0
812,2022-03-25,477434512,26959997.0
813,2022-03-26,479060364,28818663.0
814,2022-03-27,480460149,29264200.0
815,2022-03-28,481448132,26582271.0
816,2022-03-29,482856457,26641341.0
817,2022-03-30,484600639,26608882.0
818,2022-03-31,486143492,26519554.0
819,2022-04-01,487593616,27198588.0
820,2022-04-02,488898658,29295787.0
821,2022-04-03,489950105,29986681.0
822,2022-04-04,490758580,27209937.0
823,2022-04-05,491665532,26891442.0
824,2022-04-06,492985118,26404633.0
825,2022-04-07,494316359,26142017.0
826,2022-04-08,495489676,27202336.0
827,2022-04-09,496544073,28950061.0
828,2022-04-10,497436767,29123090.0
829,2022-04-11,498089901,26617831.0
830,2022-04-12,498860202,26489920.0
831,2022-04-13,499934859,25860893.0
832,2022-04-14,500889798,25833134.0
833,2022-04-15,501744525,27385820.0
834,2022-04-16,502607083,27788253.0
835,2022-04-17,503252493,27433599.0
836,2022-04-18,503738713,27204086.0
837,2022-04-19,504217913,26292575.0
838,2022-04-20,504888057,26043677.0
839,2022-04-21,505819742,25893813.0
840,2022-04-22,506672753,26734608.0
841,2022-04-23,507389276,27981568.0
842,2022-04-24,507999621,28480511.0
843,2022-04-25,508418949,26157382.0
844,2022-04-26,508903346,25746708.0
845,2022-04-27,509596999,25803028.0
846,2022-04-28,510309956,25520793.0
847,2022-04-29,510965783,26144498.0
848,2022-04-30,511535672,27659070.0
849,2022-05-01,512030786,28124644.0
850,2022-05-02,512391354,26688589.0
851,2022-05-03,512775352,26534591.0
852,2022-05-04,513519686,25091278.0
853,2022-05-05,514116658,25789375.0
854,2022-05-06,514692152,25828054.0
855,2022-05-07,515244889,27464019.0
856,2022-05-08,515737500,27900381.0
857,2022-05-09,516148737,25927870.0
858,2022-05-10,516577269,26052786.0
859,2022-05-11,517232319,25564321.0
860,2022-05-12,517883721,24801457.0
861,2022-05-13,518543779,24882678.0
862,2022-05-14,519081122,26587850.0
863,2022-05-15,519666174,27167444.0
864,2022-05-16,520099871,25546312.0
865,2022-05-17,520494131,25537963.0
866,2022-05-18,521141801,25471224.0
867,2022-05-19,521795055,25006594.0
868,2022-05-20,522424227,25412851.0
869,2022-05-21,522976616,26684485.0
870,2022-05-22,523510702,27764159.0
871,2022-05-23,523909120,25502026.0
872,2022-05-24,524259810,25410179.0
873,2022-05-25,524816244,25633631.0
874,2022-05-26,525405560,26062520.0
875,2022-05-27,525928412,27053387.0
876,2022-05-28,526405668,28047829.0
877,2022-05-29,526974065,28368563.0
878,2022-05-30,527332232,26518022.0
879,2022-05-31,527642643,26262933.0
880,2022-06-01,528122200,25676499.0
881,2022-06-02,528718256,25392522.0
882,2022-06-03,529262200,26228999.0
883,2022-06-04,529767361,27042915.0
884,2022-06-05,530253802,28005414.0
885,2022-06-06,530594260,27174750.0
886,2022-06-07,530856449,26081322.0
887,2022-06-08,531402036,26008270.0
888,2022-06-09,532075727,25202293.0
889,2022-06-10,532697467,26403937.0
890,2022-06-11,533224963,27521483.0
891,2022-06-12,533754409,27881156.0
892,2022-06-13,534112527,27324205.0
893,2022-06-14,534433147,26645492.0
894,2022-06-15,535103268,25718197.0
895,2022-06-16,535735379,25811312.0
896,2022-06-17,536354659,26210107.0
897,2022-06-18,536943852,26795111.0
898,2022-06-19,537472491,27182520.0
899,2022-06-20,537880116,25924492.0
900,2022-06-21,538263565,26013344.0
901,2022-06-22,539013785,25896623.0
902,2022-06-23,539806502,25636431.0
903,2022-06-24,540558932,26837590.0
904,2022-06-25,541364321,27441283.0
905,2022-06-26,542052610,28094001.0
906,2022-06-27,542543228,26924330.0
907,2022-06-28,543020411,26748882.0
908,2022-06-29,543928818,26626644.0
909,2022-06-30,544842337,26492779.0
910,2022-07-01,545782051,26873762.0
911,2022-07-02,546745608,27392684.0
912,2022-07-03,547596188,27678329.0
913,2022-07-04,548174748,26677592.0
914,2022-07-05,548725175,26674616.0
915,2022-07-06,549802481,26457393.0
916,2022-07-07,550830201,26430365.0
917,2022-07-08,551869439,26019300.0
918,2022-07-09,552977664,26407226.0
919,2022-07-10,553957192,27022419.0
920,2022-07-11,554632461,25877467.0
921,2022-07-12,555260321,25720780.0
922,2022-07-13,556451359,25186159.0
923,2022-07-14,557555793,25040232.0
924,2022-07-15,558626064,25212877.0
925,2022-07-16,559606854,25738676.0
926,2022-07-17,560807468,26395700.0
927,2022-07-18,561686165,25525447.0
928,2022-07-19,562388838,25343341.0
929,2022-07-20,563501671,25226968.0
930,2022-07-21,564597003,25391644.0
931,2022-07-22,565688365,25676484.0
932,2022-07-23,566807887,26104712.0
933,2022-07-24,568098581,26569730.0
934,2022-07-25,568973899,25724353.0
935,2022-07-26,569726751,25631309.0
936,2022-07-27,570836343,25344546.0
937,2022-07-28,571885244,25213332.0
938,2022-07-29,572921215,25384828.0
939,2022-07-30,573959779,26104085.0
940,2022-07-31,574940434,26775157.0
941,2022-08-01,576130159,25762308.0
942,2022-08-02,576820761,25807036.0
943,2022-08-03,577812312,25214101.0
944,2022-08-04,578792052,25123321.0
945,2022-08-05,580153026,25681315.0
946,2022-08-06,581116330,26170731.0
947,2022-08-07,582114910,26765847.0
948,2022-08-08,583055438,25859113.0
949,2022-08-09,583693613,25794683.0
950,2022-08-10,584588393,25212339.0
951,2022-08-11,585490797,25006438.0
952,2022-08-12,586389850,25281548.0
953,2022-08-13,587248031,25816161.0
954,2022-08-14,587977872,26363735.0
955,2022-08-15,588744374,25848695.0
956,2022-08-16,589252542,25571120.0
957,2022-08-17,590051229,25516596.0
958,2022-08-18,590941665,25557388.0
959,2022-08-19,591813644,25729521.0
960,2022-08-20,592675045,26525033.0
961,2022-08-21,593447257,27130670.0
962,2022-08-22,594139138,25955966.0
963,2022-08-23,594735386,25900983.0
964,2022-08-24,595495649,25715512.0
965,2022-08-25,596290234,25823200.0
966,2022-08-26,597064151,26113880.0
967,2022-08-27,597779048,26948063.0
968,2022-08-28,598239709,27694681.0
969,2022-08-29,598967327,26463006.0
970,2022-08-30,599445162,26349664.0
971,2022-08-31,600103927,25809691.0
972,2022-09-01,600769590,25628571.0
973,2022-09-02,601414737,26495032.0
974,2022-09-03,602021822,27878015.0
975,2022-09-04,602573350,28327003.0
976,2022-09-05,603001271,26372007.0
977,2022-09-06,603415042,25781008.0
978,2022-09-07,603913726,25916366.0
979,2022-09-08,604525935,25763203.0
980,2022-09-09,605064073,26449616.0
981,2022-09-10,605477530,27883032.0
982,2022-09-11,605835567,28930367.0
983,2022-09-12,606406386,25930695.0
984,2022-09-13,606768493,25945885.0
985,2022-09-14,607326122,25512146.0
986,2022-09-15,607876456,25360106.0
987,2022-09-16,608408587,26296583.0
988,2022-09-17,608855688,28455951.0
989,2022-09-18,609227996,29120751.0
990,2022-09-19,609749531,26279060.0
991,2022-09-20,610072277,25683267.0
992,2022-09-21,610562842,25639102.0
993,2022-09-22,611001781,25664612.0
994,2022-09-23,611477417,26123995.0
995,2022-09-24,611964578,28341204.0
996,2022-09-25,612313553,28904368.0
997,2022-09-26,612564608,26022349.0
998,2022-09-27,612724171,
